0.0;4.980449657869013;0.0
0.142;4.9853372434017595;0.635386119257087
0.284;4.990224828934506;1.1730205278592376
0.426;4.995112414467253;1.6520039100684263
0.568;4.990224828934506;2.067448680351906
0.71;4.990224828934506;2.4242424242424243
0.852;4.990224828934506;2.7370478983382207
0.994;4.995112414467253;3.01564027370479
1.136;4.990224828934506;3.2551319648093844
1.278;4.995112414467253;3.4701857282502444
1.42;4.995112414467253;3.64613880742913
1.562;4.995112414467253;3.817204301075269
1.704;4.990224828934506;3.95405669599218
1.846;5.0;4.081133919843597
1.988;5.0;4.188660801564027
2.13;4.990224828934506;4.286412512218964
2.272;5.0;4.374389051808406
2.414;5.0;4.442815249266862
2.556;4.995112414467253;4.506353861192571
2.698;5.0;4.565004887585533
2.84;5.0;4.613880742913001
2.982;5.0;4.652981427174976
3.124;4.990224828934506;4.701857282502444
3.266;5.0;4.731182795698925
3.408;5.0;4.760508308895406
3.55;4.995112414467253;4.789833822091887
3.692;5.0;4.809384164222874
3.834;4.995112414467253;4.833822091886608
3.976;5.0;4.853372434017595
4.119;4.995112414467253;4.863147605083089
4.261;5.0;4.8778103616813295
4.403;5.0;4.897360703812317
4.546;4.995112414467253;4.902248289345064
4.688;5.0;4.916911045943304
4.83;5.0;4.926686217008798
4.972;5.0;4.926686217008798
5.114;5.0;4.941348973607038
5.256;5.0;4.946236559139785
5.399;5.0;4.946236559139785
5.541;5.0;4.956011730205279
5.683;5.0;4.956011730205279
5.826;5.0;4.9608993157380255
5.968;4.995112414467253;4.9608993157380255
6.11;5.0;4.970674486803519
6.252;4.995112414467253;4.975562072336266
6.394;5.0;4.975562072336266
6.536;4.995112414467253;4.975562072336266
6.679;5.0;4.975562072336266
6.821;5.0;4.980449657869013
6.963;5.0;4.980449657869013
