0.02;0.0
0.08;0.0
0.14;0.0
0.204;0.0
0.264;0.0
0.324;0.0
0.384;0.0
0.444;0.0
0.504;1.0
0.568;1.0
0.628;1.0
0.688;1.0
0.748;1.0
0.808;1.0
0.872;1.0
0.936;1.0
0.996;1.0
1.06;1.0
1.124;1.0
1.184;1.0
1.244;1.0
1.304;1.0
1.364;1.0
1.428;1.0
1.492;1.0
1.552;1.0
1.612;1.0
1.672;1.0
1.732;1.0
1.796;1.0
1.86;1.0
1.92;1.0
1.98;1.0
2.04;1.0
2.1;1.0
2.16;1.0
2.22;1.0
2.28;1.0
2.344;1.0
2.404;1.0
2.464;1.0
2.524;1.0
2.584;1.0
2.648;1.0
2.712;1.0
2.772;1.0
2.832;1.0
2.892;1.0
2.952;1.0
3.02;1.0
3.08;1.0
3.14;1.0
3.2;1.0
3.264;1.0
3.324;1.0
3.384;1.0
3.444;1.0
3.504;1.0
3.568;1.0
3.632;1.0
3.692;1.0
3.752;1.0
3.812;1.0
3.872;1.0
3.936;1.0
4.0;1.0
4.06;1.0
4.124;1.0
4.188;1.0
4.248;1.0
4.308;1.0
4.368;1.0
4.428;1.0
4.492;1.0
4.556;1.0
4.616;1.0
4.676;1.0
4.736;1.0
4.796;1.0
4.856;1.0
4.916;1.0
4.976;1.0
5.036;1.0
5.096;1.0
5.156;1.0
5.216;1.0
5.276;0.0
5.34;0.0
5.404;0.0
5.464;0.0
5.524;0.0
5.584;0.0
5.644;0.0
5.708;0.0
5.772;0.0
5.832;0.0
5.892;0.0
5.952;0.0
6.012;0.0
6.072;0.0
6.132;0.0
6.192;0.0
6.256;0.0
6.316;0.0
6.376;0.0
6.436;0.0
6.496;0.0
6.556;0.0
6.62;0.0
6.68;0.0
6.74;0.0
6.8;0.0
6.86;0.0
6.924;0.0
6.988;0.0
7.048;0.0
7.116;0.0
7.18;0.0
7.24;0.0
7.3;0.0
7.36;0.0
7.42;0.0
7.48;0.0
7.544;0.0
7.604;0.0
7.664;0.0
7.724;0.0
7.784;0.0
7.844;0.0
7.904;0.0
7.964;0.0
8.024;0.0
8.084;0.0
8.144;0.0
8.204;0.0
8.264;0.0
8.328;0.0
8.388;0.0
8.448;0.0
8.508;0.0
8.568;0.0
8.628;0.0
8.692;0.0
8.752;0.0
8.812;0.0
8.872;0.0
8.932;0.0
8.996;0.0
9.06;0.0
9.12;0.0
9.184;0.0
9.248;0.0
9.308;0.0
9.368;0.0
9.428;0.0
9.488;0.0
9.552;0.0
9.616;0.0
9.676;0.0
9.736;0.0
9.796;0.0
9.856;0.0
9.92;0.0
9.984;0.0
9.992;0.0
