0.02;0.0
0.08;0.0
0.14;0.0
0.2;0.0
0.26;0.0
0.324;0.0
0.384;0.0
0.444;0.0
0.504;1.0
0.564;1.0
0.624;1.0
0.684;1.0
0.744;1.0
0.804;1.0
0.864;1.0
0.924;1.0
0.984;1.0
1.044;1.0
1.108;1.0
1.168;1.0
1.228;1.0
1.288;1.0
1.348;1.0
1.408;1.0
1.472;1.0
1.532;1.0
1.592;1.0
1.652;1.0
1.712;1.0
1.776;1.0
1.84;1.0
1.9;1.0
1.96;1.0
2.02;1.0
2.08;1.0
2.14;1.0
2.2;1.0
2.26;1.0
2.324;1.0
2.384;1.0
2.444;1.0
2.504;1.0
2.564;1.0
2.628;1.0
2.692;1.0
2.752;1.0
2.812;1.0
2.872;1.0
2.932;1.0
2.996;1.0
3.056;1.0
3.116;1.0
3.18;1.0
3.24;1.0
3.3;1.0
3.36;1.0
3.42;1.0
3.48;1.0
3.544;1.0
3.604;1.0
3.664;1.0
3.724;1.0
3.784;1.0
3.848;1.0
3.912;1.0
3.972;1.0
4.032;1.0
4.092;1.0
4.152;1.0
4.212;1.0
4.272;1.0
4.332;1.0
4.392;1.0
4.452;1.0
4.512;1.0
4.572;1.0
4.632;1.0
4.696;1.0
4.756;1.0
4.816;1.0
4.876;1.0
4.936;1.0
4.996;1.0
5.056;1.0
5.116;1.0
5.18;1.0
5.24;1.0
5.3;1.0
5.36;1.0
5.42;1.0
5.48;1.0
5.54;1.0
5.6;1.0
5.66;1.0
5.72;1.0
5.78;1.0
5.844;1.0
5.904;1.0
5.964;1.0
6.024;1.0
6.088;1.0
6.148;0.0
6.208;0.0
6.268;0.0
6.332;0.0
6.392;0.0
6.452;0.0
6.512;0.0
6.572;0.0
6.632;0.0
6.696;0.0
6.756;0.0
6.816;0.0
6.876;0.0
6.936;0.0
7.0;0.0
7.064;0.0
7.124;0.0
7.188;0.0
7.252;0.0
7.312;0.0
7.372;0.0
7.432;0.0
7.492;0.0
7.556;0.0
7.62;0.0
7.68;0.0
7.74;0.0
7.8;0.0
7.86;0.0
7.92;0.0
7.98;0.0
8.04;0.0
8.1;0.0
8.16;0.0
8.22;0.0
8.28;0.0
8.34;0.0
8.404;0.0
8.464;0.0
8.524;0.0
8.584;0.0
8.644;0.0
8.704;0.0
8.768;0.0
8.828;0.0
8.888;0.0
8.948;0.0
9.008;0.0
9.072;0.0
9.136;0.0
9.196;0.0
9.26;0.0
9.324;0.0
9.384;0.0
9.444;0.0
9.504;0.0
9.564;0.0
9.628;0.0
9.692;0.0
9.752;0.0
9.812;0.0
9.872;0.0
9.932;0.0
9.996;0.0
