0.008;0.0
0.068;0.0
0.128;0.0
0.188;0.0
0.248;0.0
0.308;0.0
0.372;0.0
0.432;0.0
0.492;1.0
0.552;1.0
0.612;1.0
0.676;1.0
0.74;1.0
0.8;1.0
0.86;1.0
0.92;1.0
0.98;1.0
1.04;1.0
1.1;1.0
1.16;1.0
1.224;1.0
1.284;1.0
1.344;1.0
1.404;1.0
1.464;1.0
1.528;1.0
1.592;1.0
1.652;1.0
1.712;1.0
1.772;1.0
1.832;1.0
1.896;1.0
1.96;1.0
2.02;1.0
2.08;1.0
2.144;1.0
2.204;1.0
2.264;1.0
2.324;1.0
2.384;1.0
2.448;1.0
2.512;1.0
2.572;1.0
2.632;1.0
2.692;1.0
2.752;1.0
2.816;1.0
2.88;1.0
2.94;1.0
3.008;1.0
3.072;1.0
3.132;1.0
3.192;1.0
3.252;1.0
3.312;1.0
3.372;1.0
3.436;1.0
3.496;1.0
3.556;1.0
3.616;1.0
3.676;1.0
3.736;1.0
3.796;1.0
3.856;1.0
3.916;1.0
3.976;1.0
4.036;1.0
4.096;1.0
4.156;1.0
4.22;1.0
4.28;1.0
4.34;1.0
4.4;1.0
4.46;1.0
4.52;1.0
4.584;1.0
4.644;1.0
4.704;1.0
4.764;1.0
4.824;1.0
4.888;1.0
4.952;1.0
5.012;1.0
5.076;1.0
5.14;0.0
5.2;0.0
5.26;0.0
5.32;0.0
5.38;0.0
5.444;0.0
5.508;0.0
5.568;0.0
5.628;0.0
5.688;0.0
5.748;0.0
5.812;0.0
5.876;0.0
5.936;0.0
5.996;0.0
6.056;0.0
6.116;0.0
6.176;0.0
6.236;0.0
6.296;0.0
6.36;0.0
6.42;0.0
6.48;0.0
6.54;0.0
6.6;0.0
6.664;0.0
6.728;0.0
6.788;0.0
6.848;0.0
6.908;0.0
6.968;0.0
7.032;0.0
7.1;0.0
7.16;0.0
7.22;0.0
7.284;0.0
7.344;0.0
7.404;0.0
7.464;0.0
7.524;0.0
7.584;0.0
7.648;0.0
7.708;0.0
7.768;0.0
7.828;0.0
7.888;0.0
7.948;0.0
8.008;0.0
8.068;0.0
8.132;0.0
8.192;0.0
8.252;0.0
8.312;0.0
8.372;0.0
8.436;0.0
8.5;0.0
8.56;0.0
8.62;0.0
8.68;0.0
8.74;0.0
8.804;0.0
8.868;0.0
8.928;0.0
8.988;0.0
9.048;0.0
9.108;0.0
9.168;0.0
9.228;0.0
9.288;0.0
9.352;0.0
9.412;0.0
9.472;0.0
9.532;0.0
9.592;0.0
9.656;0.0
9.72;0.0
9.78;0.0
9.84;0.0
9.9;0.0
9.96;0.0
